id,Category
10285,indian
10291,cajun_creole
10294,italian
10295,mexican
10306,cajun_creole
10307,indian
10322,cajun_creole
10324,italian
10327,korean
10330,italian
10338,italian
10339,japanese
10341,mexican
10346,indian
10349,italian
10351,italian
10353,italian
10355,italian
10359,french
10362,spanish
10364,italian
10371,mexican
10374,indian
10378,cajun_creole
10386,thai
10387,southern_us
10394,indian
10400,mexican
10406,indian
10411,mexican
10418,french
10425,mexican
10441,italian
10445,italian
10447,indian
10464,cajun_creole
10466,southern_us
10468,southern_us
10484,italian
10486,italian
10491,italian
10496,irish
10497,italian
10500,irish
10511,mexican
10517,italian
10519,italian
10530,italian
10535,italian
10536,british
10547,mexican
10552,italian
10555,mexican
10564,filipino
10568,italian
10573,mexican
10581,filipino
10583,mexican
10587,mexican
10588,greek
10593,southern_us
10596,french
10598,italian
10599,french
10605,italian
10607,mexican
10613,italian
10615,french
10623,italian
10636,southern_us
10638,italian
10652,italian
10653,italian
10658,southern_us
10663,korean
10670,indian
10672,indian
10681,southern_us
10690,italian
10697,mexican
10698,mexican
10700,french
10702,chinese
10705,italian
10708,indian
10710,french
10712,mexican
10715,mexican
10722,greek
10731,french
10737,indian
10739,italian
10746,italian
10753,chinese
10754,italian
10764,italian
10771,french
10773,italian
10778,chinese
10780,southern_us
10786,southern_us
10788,korean
10791,southern_us
10797,cajun_creole
10801,cajun_creole
10806,italian
10808,japanese
10814,indian
10815,chinese
10817,italian
10825,chinese
10827,french
10832,thai
10837,italian
10840,southern_us
10846,cajun_creole
10853,italian
10854,southern_us
10866,italian
10867,italian
10868,russian
10870,chinese
10880,italian
10884,indian
10888,indian
10890,mexican
10892,filipino
10893,spanish
10900,italian
10904,japanese
10906,mexican
10912,mexican
10921,thai
10924,mexican
10927,indian
10932,italian
10936,cajun_creole
10937,spanish
10941,southern_us
10949,cajun_creole
10953,italian
10956,indian
10965,southern_us
10966,mexican
10977,british
10987,mexican
10989,indian
10992,chinese
11003,indian
11004,thai
11009,irish
11010,indian
11022,italian
11024,mexican
11027,italian
11028,british
11031,moroccan
11034,indian
11038,mexican
11039,chinese
11043,chinese
11047,italian
11052,southern_us
11054,italian
11059,thai
11067,chinese
11082,southern_us
11086,italian
11088,mexican
11099,russian
11105,mexican
11123,mexican
11137,mexican
11144,italian
11147,japanese
11148,indian
11155,indian
11169,french
11174,italian
11181,italian
11186,southern_us
11189,indian
11190,indian
11202,japanese
11207,mexican
11210,irish
11229,korean
11230,southern_us
11234,mexican
11236,mexican
11237,italian
11240,greek
11241,italian
11248,chinese
11251,italian
11268,italian
11272,indian
11274,japanese
11280,mexican
11282,mexican
11294,mexican
11296,italian
11298,indian
11300,italian
11303,mexican
11304,moroccan
11317,italian
11319,korean
11322,italian
11323,italian
11325,southern_us
11327,italian
11331,indian
11334,cajun_creole
11336,southern_us
11337,italian
11364,french
11389,french
11390,indian
11412,southern_us
11413,italian
11416,indian
11418,italian
11428,mexican
11431,japanese
11436,french
11445,mexican
11446,southern_us
11449,korean
11452,greek
11456,korean
11461,mexican
11466,italian
11468,vietnamese
11494,indian
11496,indian
11498,indian
11502,indian
11513,french
11517,chinese
11524,southern_us
11526,mexican
11535,cajun_creole
11539,mexican
11543,southern_us
11572,mexican
11573,japanese
11579,italian
11580,indian
11598,italian
11604,mexican
11606,indian
11614,mexican
11617,southern_us
11623,chinese
11625,japanese
11627,mexican
11629,mexican
11632,southern_us
11638,southern_us
11647,cajun_creole
11656,italian
11659,cajun_creole
11660,southern_us
11667,italian
11676,mexican
11679,cajun_creole
11685,indian
11688,southern_us
11689,british
11691,greek
11694,italian
11696,japanese
11697,indian
11706,italian
11707,italian
11713,thai
11717,southern_us
11727,chinese
11732,korean
11733,brazilian
11747,french
11752,italian
11754,indian
11761,chinese
11763,indian
11766,italian
11771,southern_us
11774,mexican
11775,filipino
11781,japanese
11783,japanese
11785,mexican
11798,italian
11801,korean
11807,cajun_creole
11818,italian
11819,southern_us
11822,italian
11823,mexican
11827,italian
11839,italian
11840,filipino
11842,chinese
11845,mexican
11848,mexican
11851,french
11857,mexican
11858,mexican
11859,italian
11866,indian
11869,italian
11872,italian
11874,southern_us
11889,italian
11890,brazilian
11898,italian
11905,indian
11912,italian
11913,indian
11914,french
11916,mexican
11922,cajun_creole
11923,chinese
11927,southern_us
11934,thai
11960,italian
11964,filipino
11974,southern_us
11975,mexican
11992,chinese
11997,italian
12001,vietnamese
12005,italian
12020,southern_us
12025,mexican
12027,french
12036,japanese
12039,japanese
12047,italian
12055,italian
12061,italian
12062,indian
12066,southern_us
12068,indian
12070,mexican
12075,thai
12077,french
12081,southern_us
12095,greek
12096,italian
12102,mexican
12112,moroccan
12133,french
12143,southern_us
12144,brazilian
12145,indian
12146,italian
12150,french
12158,cajun_creole
12164,indian
12168,italian
12171,thai
12174,italian
12175,italian
12180,southern_us
12185,mexican
12188,mexican
12190,indian
12199,japanese
12201,indian
12203,mexican
12207,italian
12209,french
12226,mexican
12227,mexican
12229,italian
12238,jamaican
12240,british
12241,indian
12244,indian
12248,mexican
12254,greek
12260,vietnamese
12269,indian
12270,mexican
12277,cajun_creole
12293,southern_us
12296,irish
12307,southern_us
12322,french
12323,indian
12325,italian
12326,mexican
12328,thai
12330,southern_us
12331,mexican
12334,mexican
12350,italian
12351,french
12353,thai
12354,southern_us
12358,thai
12383,indian
12385,mexican
12386,filipino
12398,chinese
12401,indian
12406,cajun_creole
12412,italian
12419,spanish
12422,moroccan
12424,spanish
12426,vietnamese
12427,italian
12434,italian
12436,italian
12441,chinese
12442,filipino
12446,greek
12452,italian
12462,french
12464,japanese
12482,cajun_creole
12492,mexican
12499,japanese
12505,southern_us
12508,italian
12512,italian
12525,cajun_creole
12527,southern_us
12538,italian
12539,italian
12542,korean
12549,chinese
12551,italian
12553,italian
12557,italian
12561,italian
12562,chinese
12571,french
12572,italian
12575,southern_us
12576,indian
12577,french
12582,filipino
12583,southern_us
12597,mexican
12607,mexican
12613,italian
12625,korean
12630,korean
12639,mexican
12643,mexican
12651,cajun_creole
12655,italian
12658,mexican
12659,thai
12662,italian
12663,japanese
12667,chinese
12668,spanish
12674,french
12680,french
12685,italian
12694,french
12706,southern_us
12712,italian
12719,french
12734,italian
12737,italian
12749,korean
12755,italian
12757,italian
12763,french
12772,italian
12778,italian
12782,chinese
12795,mexican
12804,indian
12825,southern_us
12834,italian
12835,mexican
12838,spanish
12840,mexican
12847,mexican
12856,indian
12875,southern_us
12876,mexican
12877,italian
12881,mexican
12883,mexican
12885,vietnamese
12888,mexican
12889,italian
12899,mexican
12901,italian
12908,filipino
12909,moroccan
12913,chinese
12934,french
12944,korean
12980,japanese
12983,greek
12985,mexican
12988,southern_us
12990,southern_us
12992,mexican
12994,thai
13001,mexican
13003,french
13005,korean
13006,southern_us
13008,italian
13016,korean
13022,french
13025,chinese
13029,greek
13034,greek
13048,greek
13052,italian
13055,chinese
13058,southern_us
13064,french
13074,southern_us
13084,mexican
13106,italian
13115,cajun_creole
13120,indian
13121,indian
13131,french
13135,italian
13136,mexican
13138,southern_us
13141,mexican
13156,southern_us
13168,irish
13172,italian
13173,thai
13181,japanese
13182,korean
13184,cajun_creole
13190,french
13193,italian
13195,indian
13200,chinese
13203,vietnamese
13209,southern_us
13221,mexican
13222,southern_us
13226,cajun_creole
13239,greek
13253,mexican
13255,cajun_creole
13259,mexican
13269,cajun_creole
13271,chinese
13279,korean
13280,jamaican
13282,spanish
13284,southern_us
13287,greek
13296,cajun_creole
13298,italian
13307,southern_us
13311,french
13316,greek
13318,indian
13319,cajun_creole
13324,indian
13331,russian
13334,mexican
13350,british
13352,mexican
13356,french
13361,southern_us
13363,cajun_creole
13369,italian
13372,cajun_creole
13375,southern_us
13385,french
13395,mexican
13396,italian
13404,italian
13406,italian
13419,mexican
13421,french
13424,japanese
13425,italian
13426,mexican
13432,indian
13436,southern_us
13441,mexican
13442,greek
13443,japanese
13446,italian
13450,italian
13452,japanese
13464,italian
13478,italian
13480,moroccan
13481,indian
13488,indian
13493,italian
13503,southern_us
13505,italian
13516,mexican
13519,french
13522,italian
13524,italian
13527,mexican
13530,vietnamese
13543,southern_us
13552,mexican
13553,italian
13554,greek
13556,indian
13558,indian
13560,italian
13563,southern_us
13564,southern_us
13567,indian
13569,french
13574,southern_us
13576,japanese
13584,british
13590,moroccan
13592,cajun_creole
13593,southern_us
13597,korean
13598,french
13601,southern_us
13609,italian
13612,italian
13617,mexican
13618,indian
13620,italian
13621,mexican
13624,southern_us
13633,italian
13634,mexican
13641,italian
13642,chinese
13648,southern_us
13651,chinese
13653,french
13662,mexican
13663,chinese
13664,brazilian
13667,southern_us
13671,filipino
13678,mexican
13682,cajun_creole
13683,mexican
13691,french
13701,italian
13707,indian
13709,southern_us
13713,italian
13714,southern_us
13717,indian
13726,italian
13727,italian
13733,italian
13734,italian
13736,cajun_creole
13739,italian
13742,mexican
13747,chinese
13758,italian
13763,thai
13764,italian
13766,italian
13767,mexican
13772,southern_us
13774,southern_us
13785,thai
13787,mexican
13793,indian
13796,mexican
13799,chinese
13802,italian
13805,italian
13808,cajun_creole
13810,indian
13820,korean
13823,chinese
13824,moroccan
13826,japanese
13828,indian
13831,southern_us
13836,chinese
13849,mexican
13853,mexican
13881,southern_us
13882,italian
13884,italian
13887,indian
13890,japanese
13898,japanese
13899,italian
13905,italian
13924,mexican
13929,italian
13931,indian
13943,southern_us
13944,mexican
13952,mexican
13958,chinese
13960,chinese
13975,italian
13984,jamaican
14009,chinese
14023,chinese
14028,mexican
14029,mexican
14032,moroccan
14040,thai
14044,chinese
14047,thai
14052,italian
14055,chinese
14061,greek
14068,japanese
14074,italian
14083,korean
14086,italian
14092,moroccan
14093,french
14102,italian
14103,mexican
14108,italian
14109,japanese
14112,italian
14124,moroccan
14128,korean
14131,southern_us
14133,french
14145,italian
14149,indian
14151,indian
14152,french
14160,italian
14164,mexican
14168,korean
14178,mexican
14179,french
14182,french
14192,italian
14193,cajun_creole
14198,mexican
14202,southern_us
14204,italian
14210,russian
14217,italian
14221,vietnamese
14223,mexican
14229,spanish
14238,mexican
14239,italian
14254,italian
14256,mexican
14261,southern_us
14262,southern_us
14263,mexican
14272,french
14276,italian
14289,southern_us
14290,southern_us
14295,indian
14309,chinese
14310,greek
14311,italian
14319,southern_us
14324,italian
14328,indian
14336,chinese
14337,japanese
14339,southern_us
14342,italian
14344,italian
14371,cajun_creole
14378,southern_us
14387,japanese
14390,mexican
14391,chinese
14401,italian
14408,italian
14411,mexican
14415,southern_us
14422,italian
14426,mexican
14427,italian
14431,italian
14432,mexican
14443,indian
14454,southern_us
14455,indian
14473,japanese
14490,vietnamese
14491,italian
14493,italian
14496,indian
14500,southern_us
14504,chinese
14512,italian
14522,italian
14523,mexican
14525,italian
14528,mexican
14535,chinese
14536,british
14542,italian
14549,greek
14556,japanese
14558,italian
14589,french
14592,italian
14597,indian
14607,mexican
14616,mexican
14619,italian
14623,italian
14629,spanish
14635,southern_us
14639,moroccan
14641,southern_us
14642,italian
14646,mexican
14649,irish
14658,spanish
14660,italian
14662,southern_us
14667,korean
14671,mexican
14676,greek
14685,thai
14692,korean
14698,japanese
14700,southern_us
14704,mexican
14706,russian
14707,southern_us
14713,italian
14721,southern_us
14723,italian
14725,french
14728,mexican
14730,filipino
14737,mexican
14744,french
14745,southern_us
14749,italian
14751,italian
14753,indian
14772,mexican
14773,southern_us
14787,filipino
14791,japanese
14801,mexican
14803,italian
14813,vietnamese
14817,southern_us
14840,southern_us
14844,greek
14845,italian
14847,italian
14848,thai
14849,mexican
14850,chinese
14856,italian
14864,spanish
14871,southern_us
14875,italian
14888,mexican
14890,mexican
14898,chinese
14905,indian
14908,mexican
14913,mexican
14914,italian
14915,chinese
14917,southern_us
14924,italian
14941,chinese
14942,spanish
14943,moroccan
14945,southern_us
14949,french
14951,brazilian
14953,italian
14955,italian
14959,french
14964,southern_us
14966,italian
14967,mexican
14972,chinese
14976,mexican
14988,mexican
14999,southern_us
15003,southern_us
15013,french
15014,mexican
15026,french
15034,cajun_creole
15035,cajun_creole
15040,mexican
15042,indian
15046,thai
15048,japanese
15061,british
15067,mexican
15073,chinese
15075,italian
15086,southern_us
15090,italian
15094,chinese
15105,japanese
15108,mexican
15115,italian
15119,italian
15136,southern_us
15139,italian
15145,southern_us
15146,cajun_creole
15147,italian
15154,spanish
15155,italian
15156,moroccan
15161,french
15162,southern_us
15165,filipino
15166,italian
15168,chinese
15170,southern_us
15173,greek
15175,spanish
15177,french
15180,southern_us
15187,italian
15189,southern_us
15192,southern_us
15201,french
15204,mexican
15209,filipino
15212,italian
15229,italian
15238,cajun_creole
15248,mexican
15269,mexican
15282,spanish
15298,italian
15300,italian
15305,mexican
15310,italian
15314,cajun_creole
15317,korean
15319,spanish
15321,southern_us
15322,italian
15323,italian
15329,mexican
15339,korean
15342,cajun_creole
15354,chinese
15358,indian
15359,mexican
15361,moroccan
15369,southern_us
15374,mexican
15375,italian
15376,italian
15387,indian
15389,mexican
15395,italian
15396,southern_us
15404,french
15408,chinese
15409,italian
15410,indian
15422,jamaican
15436,brazilian
15443,southern_us
15444,cajun_creole
15447,italian
15450,moroccan
15454,italian
15463,italian
15468,indian
15475,mexican
15476,cajun_creole
15482,chinese
15484,spanish
15486,italian
15487,spanish
15499,chinese
15506,italian
15514,italian
15516,mexican
15519,indian
15526,french
15536,moroccan
15557,japanese
15559,southern_us
15564,moroccan
15575,italian
15576,mexican
15577,southern_us
15580,indian
15583,italian
15585,indian
15590,italian
15600,southern_us
15601,french
15604,mexican
15606,southern_us
15607,southern_us
15615,cajun_creole
15618,indian
15621,southern_us
15624,indian
15625,thai
15658,indian
15660,southern_us
15663,mexican
15666,filipino
15667,italian
15672,chinese
15673,southern_us
15677,southern_us
15681,italian
15683,french
15689,italian
15691,mexican
15693,mexican
15695,southern_us
15697,thai
15703,cajun_creole
15705,italian
15706,mexican
15710,french
15715,mexican
15724,italian
15725,italian
15732,greek
15734,italian
15735,thai
15743,italian
15744,italian
15751,italian
15753,southern_us
15754,french
15765,chinese
15770,cajun_creole
15776,mexican
15779,chinese
15783,italian
15789,mexican
15799,filipino
15800,japanese
15808,indian
15812,filipino
15814,italian
15833,italian
15835,indian
15838,moroccan
15840,italian
15845,chinese
15846,mexican
15851,mexican
15854,thai
15856,indian
15858,southern_us
15860,chinese
15862,thai
15878,southern_us
15883,indian
15894,italian
15895,italian
15902,british
15906,italian
15910,italian
15914,mexican
15918,indian
15919,italian
15932,mexican
15954,mexican
15960,italian
15961,indian
15972,italian
15979,indian
15982,southern_us
15984,italian
15987,indian
15997,mexican
16009,italian
16013,italian
16024,italian
16030,russian
16031,mexican
16033,indian
16034,japanese
16036,indian
16038,cajun_creole
16042,chinese
16055,french
16060,chinese
16063,italian
16070,vietnamese
16072,southern_us
16080,italian
16088,british
16093,indian
16098,italian
16099,italian
16102,mexican
16107,vietnamese
16109,mexican
16118,thai
16119,greek
16126,mexican
16129,southern_us
16131,italian
16143,jamaican
16147,mexican
16166,mexican
16167,mexican
16176,indian
16179,chinese
16183,italian
16185,mexican
16186,italian
16194,mexican
16203,mexican
16205,cajun_creole
16215,indian
16223,mexican
16231,indian
16232,mexican
16238,italian
16244,indian
16247,mexican
16251,italian
16253,italian
16254,indian
16259,spanish
16260,italian
16270,cajun_creole
16275,italian
16277,southern_us
16279,irish
16280,french
16281,korean
16294,italian
16298,indian
16302,french
16303,italian
16307,italian
16317,indian
16320,indian
16321,mexican
16322,italian
16326,mexican
16338,russian
16339,mexican
16341,italian
16354,french
16360,mexican
16366,cajun_creole
16371,french
16376,italian
16378,italian
16382,mexican
16389,mexican
16391,italian
16395,spanish
16402,spanish
16403,chinese
16414,mexican
16415,southern_us
16418,italian
16421,italian
16426,mexican
16427,mexican
16430,italian
16435,indian
16447,chinese
16449,mexican
16450,spanish
16455,italian
16456,italian
16458,indian
16469,italian
16478,italian
16479,chinese
16480,southern_us
16483,chinese
16486,italian
16488,spanish
16490,southern_us
16493,moroccan
16501,italian
16503,southern_us
16506,indian
16507,moroccan
16509,italian
16513,southern_us
16515,italian
16517,korean
16528,mexican
16535,italian
16539,greek
16542,southern_us
16544,mexican
16545,italian
16548,mexican
16549,mexican
16551,spanish
16555,italian
16557,french
16564,thai
16574,thai
16584,southern_us
16587,spanish
16590,italian
16600,italian
16603,italian
16612,moroccan
16618,southern_us
16634,vietnamese
16635,french
16639,cajun_creole
16642,mexican
16643,chinese
16645,french
16653,indian
16654,french
16662,italian
16663,vietnamese
16681,italian
16682,italian
16683,mexican
16684,italian
16685,cajun_creole
16690,italian
16698,cajun_creole
16699,mexican
16700,mexican
16702,italian
16703,italian
16705,italian
16729,mexican
16732,italian
16734,spanish
16735,italian
16742,italian
16743,thai
16746,french
16747,italian
16748,mexican
16750,italian
16753,mexican
16757,chinese
16760,mexican
16763,japanese
16774,japanese
16776,italian
16782,cajun_creole
16785,mexican
16790,spanish
16810,italian
16812,italian
16818,italian
16819,japanese
16822,mexican
16824,japanese
16825,thai
16828,southern_us
16836,chinese
16840,chinese
16856,mexican
16857,italian
16861,chinese
16862,mexican
16869,indian
16872,mexican
16873,thai
16875,italian
16877,filipino
16879,italian
16882,thai
16883,mexican
16894,mexican
16898,japanese
16899,vietnamese
16909,chinese
16915,italian
16924,french
16931,southern_us
16932,italian
16934,mexican
16938,chinese
16945,greek
16958,italian
16959,irish
16964,chinese
16973,french
16978,italian
16984,southern_us
16995,thai
17003,indian
17012,indian
17013,southern_us
17033,italian
17035,italian
17044,filipino
17048,mexican
17056,mexican
17060,mexican
17065,jamaican
17069,mexican
17071,italian
17073,italian
17075,italian
17079,japanese
17080,mexican
17085,thai
17100,italian
17108,greek
17109,chinese
17111,italian
17119,japanese
17123,mexican
17126,italian
17129,italian
17131,mexican
17136,chinese
17137,italian
17139,italian
17143,french
17144,mexican
17147,mexican
17148,italian
17153,greek
17161,british
17163,indian
17172,italian
17177,mexican
17181,italian
17186,french
17193,southern_us
17197,greek
17200,mexican
17209,cajun_creole
17213,mexican
17223,vietnamese
17224,mexican
17240,mexican
17241,moroccan
17243,greek
17245,mexican
17246,mexican
17251,mexican
17257,italian
17260,italian
17269,italian
17274,italian
17276,italian
17281,italian
17293,spanish
17296,mexican
17297,filipino
17308,southern_us
17314,cajun_creole
17315,southern_us
17323,southern_us
17325,cajun_creole
17326,italian
17333,chinese
17337,greek
17338,british
17341,korean
17342,southern_us
17347,italian
17352,moroccan
17356,mexican
17362,jamaican
17365,indian
17366,japanese
17368,mexican
17370,mexican
17371,cajun_creole
17372,southern_us
17377,italian
17380,chinese
17382,italian
17385,cajun_creole
17389,mexican
17396,mexican
17399,mexican
17401,korean
17407,chinese
17409,japanese
17419,mexican
17430,jamaican
17431,chinese
17434,indian
17438,italian
17439,vietnamese
17441,cajun_creole
17444,italian
17447,italian
17451,jamaican
17454,brazilian
17459,japanese
17461,indian
17463,french
17472,mexican
17478,thai
17483,italian
17486,chinese
17488,italian
17493,japanese
17505,italian
17521,indian
17522,vietnamese
17555,indian
17558,spanish
17561,mexican
17564,indian
17566,french
17567,italian
17573,indian
17575,southern_us
17577,italian
17603,italian
17615,italian
17622,italian
17623,italian
17628,japanese
17630,chinese
17631,mexican
17634,brazilian
17637,italian
17639,indian
17654,indian
17657,southern_us
17676,southern_us
17685,cajun_creole
17692,russian
17703,mexican
17726,southern_us
17732,italian
17742,japanese
17743,indian
17744,french
17746,southern_us
17747,italian
17750,chinese
17754,indian
17762,italian
17777,italian
17778,thai
17780,italian
17782,italian
17785,mexican
17788,southern_us
17792,mexican
17801,spanish
17804,thai
17805,japanese
17807,filipino
17816,mexican
17819,greek
17820,mexican
17826,greek
17828,french
17837,chinese
17841,french
17847,vietnamese
17857,southern_us
17862,greek
17866,mexican
17869,mexican
17874,italian
17875,chinese
17876,mexican
17882,greek
17883,cajun_creole
17890,japanese
17896,italian
17897,korean
17900,italian
17902,french
17909,italian
17910,southern_us
17922,mexican
17926,japanese
17927,mexican
17945,mexican
17949,french
17959,japanese
17966,chinese
17967,french
17972,indian
17977,indian
17985,italian
17986,cajun_creole
17987,italian
17998,filipino
17999,italian
18000,southern_us
18001,mexican
18003,french
18004,greek
18005,italian
18007,korean
18015,italian
18031,greek
18036,british
18046,mexican
18054,mexican
18055,french
18056,moroccan
18060,southern_us
18061,chinese
18069,japanese
18087,southern_us
18088,southern_us
18094,chinese
18105,french
18109,thai
18110,indian
18112,vietnamese
18119,mexican
18125,moroccan
18126,italian
18129,southern_us
18131,indian
18132,mexican
18133,mexican
18140,indian
18143,thai
18144,southern_us
18148,italian
18151,japanese
18152,italian
18153,greek
18167,italian
18168,italian
18180,mexican
18184,southern_us
18188,spanish
18200,french
18216,mexican
18223,southern_us
18224,italian
18227,japanese
18228,southern_us
18230,mexican
18237,mexican
18239,italian
18250,indian
18251,southern_us
18272,indian
18278,filipino
18279,chinese
18283,french
18303,indian
18314,jamaican
18320,chinese
18327,indian
18329,filipino
18332,thai
18339,chinese
18342,mexican
18346,italian
18352,mexican
18358,french
18363,italian
18365,french
18369,mexican
18371,italian
18375,mexican
18389,indian
18406,southern_us
18408,russian
18413,italian
18418,southern_us
18423,italian
18425,french
18438,southern_us
18449,italian
18454,southern_us
18458,indian
18467,mexican
18469,thai
18471,japanese
18474,mexican
18476,mexican
18477,mexican
18478,vietnamese
18486,irish
18490,indian
18506,korean
18508,thai
18511,vietnamese
18515,italian
18523,mexican
18529,greek
18533,french
18535,italian
18538,mexican
18547,southern_us
18553,italian
18560,italian
18563,mexican
18566,french
18580,southern_us
18584,thai
18590,mexican
18598,greek
18605,southern_us
18621,indian
18623,cajun_creole
18624,french
18635,italian
18636,japanese
18637,mexican
18640,southern_us
18650,indian
18651,mexican
18653,italian
18660,italian
18663,southern_us
18677,mexican
18681,italian
18683,chinese
18694,korean
18695,chinese
18699,french
18707,mexican
18711,japanese
18714,greek
18716,italian
18721,french
18722,southern_us
18723,cajun_creole
18729,french
18738,mexican
18739,italian
18741,southern_us
18743,italian
18753,italian
18757,italian
18758,french
18759,russian
18764,cajun_creole
18768,french
18776,brazilian
18780,cajun_creole
18781,italian
18782,chinese
18783,jamaican
18787,southern_us
18790,french
18792,italian
18803,korean
18807,indian
18830,italian
18837,mexican
18838,indian
18839,chinese
18853,italian
18857,thai
18860,japanese
18879,southern_us
18881,italian
18885,southern_us
18891,spanish
18893,italian
18902,french
18903,southern_us
18904,italian
18905,mexican
18908,mexican
18911,italian
18915,italian
18924,korean
18934,italian
18942,italian
18945,italian
18946,mexican
18949,spanish
18951,mexican
18956,southern_us
18959,italian
18961,italian
18970,italian
18976,mexican
18977,french
18978,southern_us
18979,southern_us
18984,southern_us
18987,thai
18990,indian
19003,italian
19007,chinese
19017,mexican
19018,chinese
19024,mexican
19031,southern_us
19032,spanish
19037,mexican
19040,thai
19053,italian
19057,thai
19067,japanese
19082,mexican
19099,french
19100,thai
19109,italian
19113,spanish
19117,mexican
19120,mexican
19123,indian
19124,mexican
19130,mexican
19137,italian
19150,southern_us
19153,cajun_creole
19165,chinese
19175,chinese
19180,japanese
19194,southern_us
19198,southern_us
19201,brazilian
19207,moroccan
19216,southern_us
19217,cajun_creole
19221,mexican
19226,southern_us
19229,japanese
19230,mexican
19236,southern_us
19261,southern_us
19262,italian
19264,filipino
19270,mexican
19275,southern_us
19279,italian
19294,greek
19297,italian
19301,british
19303,chinese
19306,cajun_creole
19310,indian
19312,mexican
19323,cajun_creole
19327,cajun_creole
19332,filipino
19333,chinese
19337,spanish
19339,italian
19342,italian
19349,mexican
19350,french
19356,indian
19359,thai
19364,chinese
19372,italian
19373,italian
19377,greek
19379,mexican
19387,mexican
19390,french
19394,mexican
19400,french
19403,french
19405,italian
19406,italian
19411,cajun_creole
19420,french
19422,greek
19440,moroccan
19444,mexican
19445,french
19446,italian
19451,italian
19460,moroccan
19469,indian
19471,southern_us
19476,vietnamese
19480,indian
19491,french
19493,indian
19497,italian
19499,italian
19507,mexican
19516,french
19535,italian
19539,chinese
19546,southern_us
19552,chinese
19553,italian
19554,italian
19558,mexican
19560,irish
19561,french
19569,southern_us
19584,greek
19590,mexican
19592,italian
19594,british
19599,japanese
19602,french
19603,korean
19606,mexican
19612,filipino
19614,mexican
19616,southern_us
19627,indian
19628,mexican
19631,mexican
19632,spanish
19633,mexican
19636,french
19642,filipino
19646,southern_us
19650,southern_us
19652,italian
19653,mexican
19657,korean
19658,thai
19662,vietnamese
19665,southern_us
19671,mexican
19681,mexican
19682,korean
19683,moroccan
19686,brazilian
19687,italian
19690,italian
19693,chinese
19700,italian
19706,indian
19712,cajun_creole
19713,mexican
19725,southern_us
19740,greek
19741,southern_us
19753,japanese
19763,southern_us
19768,italian
19770,vietnamese
19772,french
19773,italian
19779,cajun_creole
19780,mexican
19782,southern_us
19785,southern_us
19791,italian
19793,southern_us
19799,indian
19819,thai
19832,vietnamese
19834,chinese
19835,indian
19839,italian
19843,mexican
19849,italian
19852,mexican
19863,moroccan
19871,mexican
19872,chinese
19874,jamaican
19877,mexican
19880,cajun_creole
19883,southern_us
19888,southern_us
19891,southern_us
19892,mexican
19897,vietnamese
19906,thai
19907,korean
19908,french
19913,southern_us
19914,italian
19921,vietnamese
19925,italian
19928,french
19932,japanese
19934,italian
19939,italian
19942,chinese
19951,southern_us
19955,italian
19957,italian
19965,southern_us
19973,italian
19977,korean
19992,spanish
19993,spanish
19994,southern_us
20004,mexican
20017,vietnamese
20023,southern_us
20029,chinese
20042,mexican
20043,southern_us
20049,southern_us
20050,mexican
20051,italian
20052,italian
20060,french
20061,british
20066,british
20067,french
20073,chinese
20090,italian
20095,indian
20099,italian
20100,filipino
20105,mexican
20119,italian
20122,italian
20123,greek
20124,mexican
20134,cajun_creole
20136,indian
20146,italian
20147,filipino
20148,mexican
20149,mexican
20151,chinese
20169,filipino
20170,indian
20174,southern_us
20181,french
20182,mexican
20192,thai
20195,spanish
20197,mexican
20198,mexican
20204,mexican
20205,southern_us
20206,southern_us
20209,mexican
20218,mexican
20223,italian
20226,southern_us
20227,indian
20228,chinese
20233,southern_us
20238,thai
20239,vietnamese
20243,southern_us
20251,italian
20262,french
20273,southern_us
20277,mexican
20281,cajun_creole
20282,chinese
20284,italian
20288,southern_us
20289,mexican
20296,italian
20302,italian
20304,chinese
20316,southern_us
20321,cajun_creole
20332,vietnamese
20338,vietnamese
20344,japanese
20348,italian
20352,mexican
20356,mexican
20359,moroccan
20364,greek
20366,italian
20368,thai
20371,vietnamese
20382,vietnamese
20386,indian
20399,greek
20408,indian
20415,japanese
20417,cajun_creole
20422,mexican
20423,british
20430,southern_us
20434,southern_us
20450,korean
20452,irish
20456,southern_us
20462,moroccan
20469,thai
20477,chinese
20487,southern_us
20493,italian
20500,spanish
20514,chinese
20518,spanish
20528,moroccan
20535,indian
20537,italian
20548,thai
20554,southern_us
20555,filipino
20563,mexican
20570,italian
20576,japanese
20577,indian
20585,chinese
20595,italian
20596,spanish
20599,indian
20603,italian
20612,southern_us
20614,british
20619,mexican
20621,japanese
20626,indian
20628,mexican
20633,mexican
20642,indian
20644,vietnamese
20648,brazilian
20653,korean
20656,thai
20661,chinese
20665,mexican
20668,indian
20673,spanish
20675,spanish
20679,southern_us
20680,vietnamese
20684,italian
20686,vietnamese
20687,italian
20691,irish
20694,irish
20695,japanese
20697,french
20698,french
20709,british
20710,japanese
20713,french
20714,southern_us
20741,southern_us
20745,mexican
20746,russian
20751,italian
20764,mexican
20768,mexican
20770,mexican
20791,italian
20792,southern_us
20796,mexican
20797,southern_us
20804,italian
20807,thai
20828,french
20849,chinese
20852,jamaican
20856,greek
20864,mexican
20865,french
20868,southern_us
20869,italian
20871,mexican
20883,italian
20888,italian
20893,italian
20895,cajun_creole
